Class;Text
POS;Daugiau kaip 8 tûkst. vairuotojø ir per tuzinà verslo klientø ðiuo metu vienijanti bei daugiau kaip 60 tûkst. Eur pajamø treèià ðiø metø ketvirtá Lietuvoje pasiekusi „Wowtto“ nuo lapkrièio 17 d. pradeda veiklà Jungtinëje Karalystëje. Reklamos ant vietos gyventojø vairuojamø automobiliø paslaugas „Wowtto“ nuo ðiol siûlo 6 Anglijos miestø – Èesterio, Bato, Gildfordo, Stiveneidþo, Roèesterio ir Leveso – ámonëms
POS;Tarp „Wowtto“ verslo klientø Lietuvoje yra tokios kompanijos kaip „Neste“, „Laisvalaikio dovanos“, „General Financing“ ar „Citadele Bankas AB“, dalis jø jau tapo nuolatiniais „Wowtto“ klientais. „Lietuvos draudimo“ apklausos duomenimis, mënesá po Klaipëdà vaþinëjantys 100 automobiliø lëmë tai, kad kampanijà bent kartà matë 63% gyventojø. Bendrovë paslaugas teikia didþiuosiuose Lietuvos miestuose.
POS;2015 m. pradþioje ásteigta „Wowtto“ iki ðiol yra prisitraukusi 270 tûkst. Eur investicijø ið Lietuvos verslo angelø – „Vinted“ vieno ákûrëjø Justo Janausko, „Blue Bridge“ grupës ákûrëjo Zbignevo Gulbinovièiaus ir investuotojo Roko Tamoðiûno. Ateityje „Wowtto“ planuoja pasiûlyti naujø skaitmeninës lauko reklamos inovacijø.
POS;„Lazeriø pramonë Lietuvoje ir pasaulyje kasmet auga 10–15 proc., o lazerinis spausdinimas per pastaruosius dvejus metus padidëjo net 150 proc.“, – sako Vilniaus universiteto Fizikos fakultete ir Lazeriniø tyrimø centre dirbantis dr. Mangirdas Malinauskas. Jis ðiømeèiame gyvybës mokslø forume „Life Sciences Baltics“ pristatë lazerinio 3D spausdintuvo galimybes.
POS;Pagrindinis VU Lazeriniø tyrimø centro mokslininkø sukonstruoto 3D spausdintuvo privalumas ir iðskirtinumas – galimybë apdirbti bet kokià medþiagà be iðankstinio jos paruoðimo. Kitas ne maþiau svarbus bruoþas leidþia formuoti darinius tokiu tikslumu, kokio reikia.
POS;Lietuvos inþinerinës pramonës asociacijos LINPRA ir Lietuvos lazeriø asociacijos narë bendrovë „Ekspla“ kartu su partneriais „Ðviesos konversija“ ir amerikieèiais „National Energetics Inc“ laimëjo finansavimà dviejuose „Extreme Light Infrastructure“ (ELI) projekto konkursuose.
POS;Praneðime þiniasklaidai raðoma, kad „Ekspla“ ðiuo metu jau uþsiima galingiausio pasaulyje lazerio gamyba Èekijai (su „National Energetics Inc“) ir Vengrijai (su „Ðviesos konversija“)
POS;Kurdami alternatyvø pasaulyje neturinèius gaminius, Lietuvos lazeriø specialistai átraukia á veiklà mûsø ðalies ir pasaulio mokslininkus, tarp jø ir dirbanèius Europos branduoliniø tyrimø organizacijoje (CERN).
POS;Gamindamos specifinius prietaisus, Lietuvos lazeriø ámonës nekonkuruoja tarpusavyje, o daugeliu atveju neturi konkurentø ir pasaulyje. Pavyzdþiui, „Ekspla“ sukurtas ir gaminamas aparatas – suminio daþnio spektrometras – negaminamas daugiau niekur kitur. Jø reikia 4 ar 6 vienetø per metus.
POS;„Ðviesos konversijos“ sukurti ir gaminami femtosekundiniai lazeriai ir parametriniai stiprintuvai laikomi nemaþa serija, kadangi jø poreikis per metus – keli ðimtai. Parametriniø stiprintuvø pasaulinëje rinkoje Lietuva taip pat uþima didþiàjà dalá ir parduoda 70–80 proc. Per daugiau nei 20 m. jø pagaminta apie 1500.
POS;Jungtiniø Amerikos Valstijø (JAV) kibernetinio saugumo bendrovë „Zenedge“, vystanti dirbtinio intelekto pagrindu veikianèià kibernetinio saugumo sistemà, planuoja plësti produkto tobulinimo padaliná Lietuvoje. Bendrovë ieðko aukðèiausios kvalifikacijos informaciniø technologijø specialistø.
POS;Praneðime þiniasklaidai teigiama, kad bendrovë teikia debesø kompiuterijos pagrindu veikianèià verslo klasës apsaugà nuo DDoS atakø ir þiniatinklio ugniasienës paslaugas. Nesenai bendrovë pristatë naujà produktà „ZENEDGE AI - Artificial Intelligence Web Application Firewall“, kurio veikimas paremtas viena pagrindiniø dirbtinio intelekto rûðiø – savaime apsimokanèiomis sistemomis. Sistema pati „mokosi“ ir geba ið visø keliaujanèiø duomenø automatiðkai atpaþinti kenkëjiðkà duomenø srautà bei já blokuoti.
POS;Lietuvos padalinyje kuriama ir nuolat tobulinama programinë áranga, nuotoliniu bûdu vykdomas serveriniø sistemø palaikymas, programinës árangos diegimas ir techninis klientø aptarnavimas. Bendrovëje planuojama papildomai ádarbinti visà eilæ aukðèiausios kvalifikacijos programuotojø, sistemø administratoriø, programinës árangos testuotojø ir interneto saugumo analitikø.
POS;Ðiuo metu dirbtinio intelekto sistemos laikomos paèia paþangiausia technologine sritimi mûsø laikmetyje. „Zenedge“ kompanijos kibernetinio saugumo produktø kûrimas padës Lietuvai kaupti patirtá itin svarbioje ateities industrijoje“, - tikina uþsienio investicijø plëtros agentûros „Investuok Lietuvoje“ generalinis direktorius Mantas Katinas.
POS;Augustino, Dominyko ir Kristijono Vizbarø ámonës „Brolis Semiconductors“ kurtas lazeriø sistemas karðtuose taðkuose naudoja Prancûzijos, Didþiosios Britanijos ir kitø NATO ðaliø kariðkiai, ámonës gaminti komponentai padeda kurti kvantinius kompiuterius ir atlikti tyrimus daugybëje mokslo ástaigø. Broliai þada, kad netolimoje ateityje lazeriais paremtos sistemos atkeliaus ir jø kurtus neðiojamus árenginius.
POS;„Brolis Semiconductors“ buvo ásteigta 2011-aisiais pasinaudojus ES struktûriniø fondø parama
POS;Pernai „Brolis Semiconductors“ sëkmingai þengë á gynybos sritá. Lietuvoje kuriamus lazerinius þymeklius ir þvalgø sistemas dabar jau perka Kanados, Didþiosios Britanijos, Prancûzijos ir kitø NATO ðaliø kariuomenës. Þymeklius naudoja oro ir sausumos pajëgø kariðkiai, þymekliai taip pat padeda saugoti pasiená
POS;Vienà naujausiø broliø produktø, maþdaug 50 tûkst. eurø kainuojanèià þvalgø sistemà, Prancûzijos karinë laboratorija pripaþino geriausia naktinio matymo skaitmenine sistema. Jos pagalba galima stebëti iki keliolikos kilometrø nutolusius objektus per rûkà, dûmus ir sniegà, o naktá sistema matomas vaizdas, anot D. Vizbaro, beveik niekuo nesiskiria nuo dieninio.
POS;Daugiau nei 12 metø veikiantis nepriklausomas biotechnologinës farmacijos ir biomedicininiø tyrimø centras „Biotechpharma“ nuolatos kuria naujus vaistinius preparatus, skirtus sunkioms ligoms gydyti, ir prisideda prie tarptautiniø projektø ágyvendinimo.
POS;Praëjusieji metai ámonei buvo ypaè reikðmingi – sudarius sutartis su didþiausiomis pasaulio farmacijos kompanijomis prasidëjo naujas ámonës veiklos etapas. Kolektyvui iðaugus 71 proc., buvo imtasi naujø vaistiniø preparatø kûrimo. Vienas ið „Biotechpharma“ kuriamø produktø yra monokloniniai antikûniai, skirti ávairiø uþdegiminiø ligø: reumatoidinio artritro, Krono ligos, cukrinio diabeto bei tam tikrø tipø vëþio – gydymui.
POS;Ámonës atstovai tiki, jog savo darbais árodë, kad Lietuva gali kurti aukðtos kokybës vaistinius preparatus, o sukurta technologija duos pradþià kitø biopanaðiø monokloniniø antikûnø vystymui. Ámonei pleèiant savo veiklos apimtis, planuojama ásigyti naujos árangos, o baigus árengti naujas, padidintos saugos laboratorijas – pradëti darbus su patogeninëmis bakterijomis.
POS;Vienos didþiausiø Baltijos ðalyse IT paslaugø bendrovës „Tieto Lietuva“ specialistai sukûrë nuotaikos matuoklá, kuris parodo darbuotojø emocijas ir realiu laiku renka jø nuomonæ ávairiais aktualiais klausimais.
POS;Pasak jos, nuotaikos matuoklis yra inovatyvus ir lengvai prieinamas bûdas greitai suþinoti apie kiekvieno bendrovës darbuotojo savijautà. Ði naujovë sudaro galimybæ darbuotojams realiu laiku (greitai ir patogiai) iðreikðti savo nuomonæ ir bûti iðklausytam, nereikalauja papildomø pastangø ar laiko atsakyti bei uþtikrina anonimiðkumà. „Smagu, kad áranká, maksimaliai atitinkantá mûsø poreikius ir ákvepiantá tolimesniems kûrybiniams projektams, sukûrë kolegos“, – dþiaugiasi „Tieto Lietuva“ þmogiðkøjø iðtekliø partnerë.
POS;Kibernetinio saugumo produktus kurianti ir vystanti Kanados bendrovë „Arc4dia“ pleèia padaliná Lietuvoje ir artimiausiu metu planuoja priimti iki 50 aukðtos kvalifikacijos kibernetinio saugumo specialistø.
POS;Spaudos praneðime tvirtinama, kad bendrovës sukurtos kibernetinio saugumo sistemos Ðiaurës Amerikoje ir Europoje saugo turto uþ maþdaug 20 mlrd. doleriø bei uþtikrina ypatingos svarbos infrastruktûros objektø saugumà.
POS;„Ásikurti Lietuvoje mus paskatino lietuviðkoji verslo etika, Lietuvoje sukurta informaciniø technologijø infrastruktûra ir ypaè – ðalyje dirbanèiø informaciniø technologijø specialistø kompetencija. Kadangi bendrovë kuria toká produktà, kurio sëkmë priklauso nuo darbuotojø gebëjimø, pastaroji prieþastis paskatino plëstis bûtent Lietuvoje“, – teigia bendrovës „Arc4dia“ generalinis direktorius Pierre Roberge.
POS;Lietuvos lazeriø gamintoja „Ekspla“ kartu su amerikieèiø kompanija „National Energetics“ laimëjo konkursà uþ daugiau nei 30 mln. eurø pagaminti ir ádiegti ultradidelio intensyvumo lazerinæ sistemà Europos Sàjungos moksliniø tyrimø komplekse „ELI?Beamlines“ netoli Prahos.
POS;UAB „Ekspla“ generalinis direktorius Kæstutis Jasiûnas sako: „Mes laimëjome konkursà kartu su ámone ið Teksaso. Jie turi technologijà, kurià sujungsime su mûsiðkëmis. Prahoje sukursime galingiausià pasaulyje lazerinæ sistemà, siekianèià iki 10 petavatø galios viename impulse. Lietuvos kompanija gamina tam tikras lazerines sistemas, daug elektronikos, maitinimo blokø. Sistema turi bûti instaliuota iki 2017 metø pabaigos“.
POS;Treèioji ELI projekto sudëtinë dalis – femtosekundinis lazeris Vengrijoje, galintis suþadinti atosekundinius impulsus, tyrinës elektronø judëjimo ypatumus atomuose ir molekulëse. Jame taip pat dalyvauja mûsø ðalies mokslininkai. Lietuvos fizikai ið „Ðviesos konversijos“ ir „Eksplos“ ápusëjo unikalios lazerinës sistemos gamybà, kurià iki 2016 metø vasaros turi bûti instaliuota Vengrijoje.
POS;Naujausiø technologijø ir inovacijø startuolis „Superum“ sukûrë automatizuotà siuntas pristatyti galintá robotà.
POS;2014 metais ákurta maþoji bendrija „Superum“ sukonstravo keturiø ratø 60 cm, aukðèio ir 45 ploèio robotà „Sidewalk“. Jis skirtas dirbti atskiruose miestø kvartaluose, kur pagal pateiktus adresus iðveþiotø laiðkus ir smulkias siuntas. „Sidewalk“ gali pagal GPS signalà judëti ðaligatviais, laviruoti tarp praeiviø. Numatyta, kad nuo piktavaliø robotà ir gabenamas siuntas saugos nuotoliniu bûdu budinti saugos tarnyba.
POS;„Tai pirmasis mûsø produktas susijæs su robotika, já kûrëme siekdami patobulinti logistikos procesus maksimaliai iðnaudojant naujas technologijas. Ateityje daug procesø ir funkcijø bus patikëta robotams. Tai iðlaisvins þmones nuo mechaninio, rutininio darbo ir atvers naujas galimybes þmonëms dirbti kûrybiná ir protiná darbà.“, -- sakë MB „Superum“ vadovas Roman Drokov.
POS;„Sidewalk“ projektas jau laimëjo 2-àjà vietà „Startup Weekend“ konkurse, MITA remiamas konsultacijas ið Deloitte, Suomiø akseleratoriaus „Startup Sauna“ konkursà bei galimybe pristatyti ðá projektà Vokietijos kompanijoms ir inestuotojams „WIN2015“ sumanaus miesto konferencijoje Vokietijoje. „Sidewalk“ robotukai jau atliko testinius pristatymus DHL Lietuva klientams, Coffee Inn, Mano Guru bei kitiems klientams. Taip pat gavo vertingus patarimus ið GOOGLE atstovø.
POS;30 tûkstanèiø eurø – tiek kainuoja kompanijos „Audio Solutions“ garso kolonëlës „Vantage“. Ir tikriausiai labai retas ðiø elitinës garso technikos parodose apdovanojimus skinanèiø garso kolonëliø pirkëjas ásivaizduoja, kad jos sukurtos ir gaminamos Vilniuje, niekuo neiðsiskirianèiø automobiliø remonto dirbtuviø antrame aukðte.
POS;Kai pradëjau kolonëles daryti uþsakovams Lietuvoje, verslas buvo paprastas – uþ prieinamà kainà pasiûlyti kà nors geriau, negu ras salone. O kai pasiekëme tam tikrà lygá, nusprendëme, kad galima gaminti eksportui. Taigi, jau apie trejus su puse metø rimtai dirbame uþsienio rinkoje.
POS;Nors jau pelnë kelis tarptautinius ávertinimus, þurnalas „Soundstage!HI-FI“ ávardijo jø gaminamas kolonëles „Vantage“ tarp penkiø geriausiø 2015 m. parodoje „High End“, „Audio Solutions“ kol kas maþas ir pasaulio melomanø tik atrandamas gamintojas.
POS;„Audio Solutions“ gamina 12 modeliø kolonëles, kurioms garsiakalbius ir filtrus uþsako pas geriausius pasaulio gamintojus.
POS;„Lazeriu tik uþraðus graviruojame, o visa kita yra mûsø patirtis ir labai daug darbo valandø. Èia taip ir uþraðyta: „Hand made in Lithuania“. Forma, dizainas, skambesys, panaudoti labai brangûs aukðèiausios klasës komponentai. Ámontuotas krosoveris, tad prisitaiko prie patalpos.
POS;Beje, tokias ásigijæs þmogus nebeturi niekuo rûpintis. Kad ir kur pasaulyje jis gyventø, jas namuose montuos ir derins ágaliotasis „Audio Solutions“ atstovas. Joms suteikta neribota kokybës garantija, tad ir taisomos bus nemokamai.
POS;Taigi, produktas pakankamai geras, pagamintø kolonëliø parduoda tiek, kiek tik sugeba pagaminti, ir uþsienio specialistai juos vertina gerai. Tai, kà „Audio Solutions“ ðioje industrijoje pasiekë per trejus su puse metø, yra labai daug
POS;Taigi, mûsø idëja – visiðkai belaidë savarankiðka kolonëlë. Tokia, á kurià jau ámontuotas stiprintuvas. Ir ne ðiaip kolonëlë, o tokia, kad jas galima sujungti á grupes. Nors 20, nors 100 kolonëliø name. Pasitelkæs programëlæ nustatai, kokia kolonëlë, kada, kà ir kiek garsiai groja, vaikðtai po kambarius, o muzikà seka paskui tave“, – visai suprantamai iðaiðkino savo sukurto ateities árenginio veikimo idëjà Gediminas.
POS;„Daug kompanijø mëgina kurti kai kà panaðaus. Taèiau daþniausiai siûlomi du variantai: vienas gana brangus ir garso kokybë prasta, kitas – beprotiðkai brangus ir garso kokybë gera. Mes sukûrëme sistemà, kurios garso kokybë bus aukðèiausio lygio, o kaina – prieinama“, – savo planuojamo produkto pranaðumus vardija kûrëja
NEU;Tai bus ne tik kitoks produktas, bet ir kitas verslo modelis. Dël to specialiai planuoja ákurti kità kompanijà su gamykla, kuri uþsiims masine bûtent tø kolonëliø gamyba, reklama ir pardavimu.
POS;Taigi, Gediminas jau kuria naujos pasaulyje garsios kompanijos vardà. Tos, kuri ne kolonëles, prie kuriø reikia pirkti namà, o kolonëles, tinkanèias butui, gamins.
POS;Startuoliø inkubatoriuje KTU „Startup Space“ gimusi inovacija sulaukë tarptautinio pripaþinimo – visà birþelio mënesá ji buvo vystoma viename geriausiø pasaulyje Berklio universiteto (JAV) verslo akseleratoriuje. Kauno technologijos universiteto (KTU) absolventø sukurta slaugos lova tûkstanèiams ligoniø gali padëti iðvengti komplikacijø ir mirèiø dël pragulø.
NEU;Lovà sukûrusiems ámonës „Alovita“ atstovams apsilankyti ir sudalyvauti Berklio universiteto antreprenerystës ir technologijø inkubatoriuje („Sutardja Center for Entrepreneurship & Technology“, CET) galimybæ suteikë „Inoveks“ projektas, kurá kartu su partneriais vykdo Mokslo, inovacijø ir technologijø agentûra (MITA).
POS;Jam pritarë ir V. Talaèka: „Mûsø ámonë turëjo progà pristatyti slaugos lovà, pabendrauti su ekspertais, aukðèiausios klasës profesionalais ir daugiau suþinoti apie paèius naujausius medicinos árenginius, pragulø prevencijos technologijas, veikianèius medicinos srityje. Tai iðskirtinë galimybë sutikti ir pabendrauti su rinkos lyderiais, kurie pasaulá veda á prieká ir skatina tobulëti“.
POS;Pavyzdþiui, lietuviø daugiaspalviai ultraspartieji lazeriai yra pripaþinti geriausiais pasaulyje. Kiti ypaè galingi lazeriai perpjauna net iki 2-3 cm storio plieno lakðtus. Treèios kartos suminio daþnio generacijos spektrometras yra paskutinis mados klyksmas ðioje srityje. Lietuviø sukurti lazeriniai árenginiai taip pat naudojami gaminant asmens dokumentus ir diegiant á juos apsaugas nuo klastoèiø. Ðie produktai plaèiai taikomi ne tik geriausiuose pasaulio universitetuose, tyrimø centruose, IBM, NASA organizacijose, jie jau skraido ir kosmose!
POS;Bûtent dël tokiø iðskirtiniø pasiekimø, net 10 lazeriø kompanijø atstovaus Lietuvai vienoje reikðmingiausiø pasaulinio lazeriø sektoriaus parodø „LASER World of PHOTONICS 2015“. Birþelio 22-25 d. Miunchene vyksianèioje parodoje lietuviai pristatys ir lazerius, leisianèius tiesiog namø sàlygomis susikurti geriamàjá vandená valantá minirobotà ar á moteriðkà rankinæ telpantá nanolazerá bei kitus naujus savo atradimus ir paslaugas.
